PIN,Property_Address,Tax_Year,Property_Class,Census_Tract,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Walkscore,Walkfac,Sale_Price
13281180070000,2937 N LINDER,2010,203,190300.0,?,6.0,3.0,Full basement,0.0,No,1.0,0.0,1728.0,3780.0,83.0,-87.76359090000001,41.93434620000001,80.0,Very Walkable,183000
10314050500000,6505 N NEW CASTLE,2005,203,100200.0,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1103.0,6138.0,52.0,-87.796871,42.0000955,58.0,Somewhat Walkable,400000
2152000000000,215  JENNIFER LN PALATINE,2018,299,803610.0,,,,,,,1.0,,,218448.0,10.0,-88.04973580000001,42.12417322,58.0,Somewhat Walkable,70000
7161060000000,952  COLONY LAKE DR SCHAUMBURG,2018,295,804715.0,2.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1422.0,4163.0,37.0,-88.10415662,42.04381201,66.0,Somewhat Walkable,170600
7081010000000,1785  SUSSEX WALK HOFFMAN ESTATES,2018,299,804705.0,,,,,,,1.0,,,824752.0,10.0,-88.12327247,42.05560684,32.0,Car-Dependent,92400
19232200340000,3512 W 66TH ST,2003,203,660500.0,1-story,5.0,2.0,Full basement,0.0,Yes,1.0,0.0,1067.0,3100.0,49.0,-87.7109307,41.7736171,63.0,Somewhat Walkable,174000
14163030341030,744 GORDON TER 312,2004,299,31400.0,,,,,,,,,,,,-87.6490892,41.9580311,90.0,Very Walkable,222000
16272290140000,2440 S KEDVALE,2013,211,301802.0,2-story,6.0,4.0,Slab basement,0.0,No,2.0,0.0,2234.0,3750.0,97.0,-87.7280305,41.846680600000006,84.0,Very Walkable,135000
12111200421004,4600 N. Cumberland,2005,299,760801.0,,,,,,,,,,,,-87.83724690000001,41.9634197,69.0,Somewhat Walkable,165000
19323140220000,8548 S AUSTIN AVE,2009,203,821101.0,1-story,6.0,3.0,crawlspace,0.0,Yes,1.0,0.0,1301.0,10062.0,56.0,-87.77043509999999,41.735962,64.0,Somewhat Walkable,160500
6144280000000,106  GANT CIR STREAMWOOD,2018,299,804305.0,,,,,,,1.0,,,1269304.0,10.0,-88.1668886,42.03305486,21.0,Car-Dependent,113000
17101120111071,55 EAST ERIE 3501,2005,299,81500.0,,,,,,,,,,,,-87.6261578,41.893761299999994,99.0,Walker's Paradise,1625000
17104000431147,450 E WATERSIDE 1511,2009,299,320100.0,,,,,,,,,,,,-87.615275,41.887111499999996,83.0,Very Walkable,575000
27133160081007,7831 W 157TH 107,2007,299,824107.0,,,,,,,,,,,,-87.81006490000001,41.604954,45.0,Car-Dependent,245000
26321010140000,13036 S AVE M,2005,234,550100.0,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,1.0,952.0,3720.0,45.0,-87.53775999999999,41.6580084,32.0,Car-Dependent,134000
17082480341002,1050 W HUBBARD ST,2015,299,243500.0,,,,,,,,,,,,-87.6543355,41.8902673,94.0,Walker's Paradise,380000
23232000211082,190 PARK ST,2013,299,823805.0,,,,,,,,,,,,-87.679214,41.4904237,46.0,Car-Dependent,96000
24122240370000,2612 W 98TH PL,2006,203,821900.0,?,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1270.0,3075.0,68.0,-87.6875441,41.7147753,50.0,Somewhat Walkable,179000
5064040000000,8  LAKEWOOD DR GLENCOE,2018,209,800100.0,2.0,9.0,4.0,1.0,2.0,1.0,5.0,2.0,7770.0,29359.0,25.0,-87.75246555,42.1394844,36.0,Car-Dependent,2450000
9342080000000,216 S HOME AVE PARK RIDGE,2018,206,805701.0,2.0,8.0,4.0,3.0,0.0,2.0,2.0,0.0,2244.0,6600.0,73.0,-87.84960015,42.00731571,41.0,Car-Dependent,425000
14183220321009,2005 W WARNER AVE 2,2015,299,50200.0,,,,,,,,,,,,-87.6791867,41.956728999999996,94.0,Walker's Paradise,235000
2024000000000,2038  RAND RD PALATINE,2018,299,803608.0,,,,,,,1.0,,,693128.0,10.0,-88.03152938,42.14535383,45.0,Car-Dependent,128000
18364030801001,7329 W 85TH PL,2012,299,820502.0,,,,,,,,,,,,-87.803067,41.735894,68.0,Somewhat Walkable,65000
19083070330000,5114 S AUSTIN AVE,2013,203,560800.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1065.0,3990.0,53.0,-87.7725475,41.7993309,65.0,Somewhat Walkable,220000
16324180130000,3731 59TH AV,2007,203,814400.0,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1115.0,3780.0,74.0,-87.7702412,41.824169899999994,64.0,Somewhat Walkable,210000
13342250240000,2039 N KOSTNER AV,2005,211,200401.0,2-story,9.0,5.0,Full basement,0.0,No,2.0,0.0,1830.0,3350.0,103.0,-87.7360671,41.9182388,79.0,Very Walkable,289414
7233030000000,316  GARETH LN SCHAUMBURG,2018,234,804611.0,4.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1266.0,9000.0,45.0,-88.06509934,42.02157136,32.0,Car-Dependent,359000
5334000000000,1829  WILMETTE AVE WILMETTE,2018,299,801100.0,,,,,,,1.0,,,34769.0,10.0,-87.72186569,42.071858899999995,59.0,Somewhat Walkable,530000
6271080000000,2  BERKSHIRE CT STREAMWOOD,2018,295,804506.0,2.0,6.0,3.0,4.0,1.0,1.0,2.0,0.0,1692.0,6781.0,24.0,-88.19816154,42.0140715,49.0,Car-Dependent,131000
6344110000000,467  POND VIEW LANE  BARTLETT,2018,278,804506.0,2.0,7.0,4.0,4.0,1.0,1.0,2.0,1.0,3366.0,10281.0,13.0,-88.19216231,41.99132454,45.0,Car-Dependent,440000
13071230050000,7043 W SUMMERDALE,2012,278,100600.0,2-story,10.0,6.0,Full basement,1.0,Yes,2.0,0.0,2320.0,2500.0,55.0,-87.8040926,41.9777139,65.0,Somewhat Walkable,365000
14331230661003,2124 N HUDSON 104,2010,299,71300.0,,,,,,,,,,,,-87.64031820000001,41.920927899999995,94.0,Walker's Paradise,255000
2102030000000,1355  KING GEORGE CT PALATINE,2018,278,803604.0,2.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,2584.0,16191.0,45.0,-88.04391102,42.13649604,20.0,Car-Dependent,388500
5343240000000,2425  CENTRAL ST EVANSTON,2018,299,808900.0,,,,,,,1.0,,,16884.0,10.0,-87.70741302,42.06471498,81.0,Very Walkable,285000
19321280150000,8150 MERRIMAC AVE,2015,203,821002.0,1-story,7.0,4.0,crawlspace,1.0,Yes,2.0,1.0,1757.0,9805.0,28.0,-87.7767753,41.7431979,50.0,Car-Dependent,199898
14213090721014,733 BUCKINGHAM,2003,299,62000.0,,,,,,,,,,,,-87.64810770000001,41.9423467,94.0,Walker's Paradise,238500
17172110511055,1040 W ADAMS 236,2011,299,833100.0,,,,,,,,,,,,-87.653408,41.879228499999996,92.0,Walker's Paradise,255000
20332180340000,8150 S YALE,2008,203,842400.0,?,6.0,4.0,Full basement,0.0,No,1.0,0.0,1362.0,4439.0,52.0,-87.630804,41.74569279999999,70.0,Somewhat Walkable,185000
9333130000000,1821  PRATT ST DES PLAINES,2018,203,806600.0,5.0,7.0,3.0,4.0,0.0,2.0,1.0,0.0,1616.0,10260.0,61.0,-87.87925881,42.00219361,43.0,Car-Dependent,130000
19312000330000,7928 S RUTHERFORD,2005,234,821001.0,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,0.0,1008.0,3870.0,46.0,-87.7889568,41.7474356,51.0,Somewhat Walkable,222000
20061001231042,2156  B S CHINA PL,2014,299,610300.0,,,,,,,,,,,,-87.6339059,41.8543034,94.0,Walker's Paradise,100000
10364090250000,6636 N WASHTENAW,2008,203,20601.0,?,8.0,4.0,Full basement,0.0,Yes,2.0,0.0,1502.0,4125.0,88.0,-87.69761170000001,42.0023704,83.0,Very Walkable,426000
16162110450000,4816 W JACKSON BLVD,2006,211,252202.0,2-story,6.0,4.0,Slab basement,0.0,No,2.0,0.0,2286.0,3125.0,87.0,-87.7458998,41.8769649,67.0,Somewhat Walkable,230000
14332080281022,2020 N LINCOLN PK W 3G,2006,299,71400.0,,,,,,,,,,,,-87.63692809999999,41.9188964,93.0,Walker's Paradise,312000
7091200000000,815  KNIGHTSBRIDGE LN SCHAUMBURG,2018,278,804706.0,2.0,9.0,4.0,3.0,0.0,1.0,2.0,1.0,2468.0,10980.0,45.0,-88.10035047,42.05601001,53.0,Somewhat Walkable,1
13191310040000,3641 N NORA AV,2004,207,170300.0,2-story,8.0,4.0,Partial basement,0.0,Yes,2.0,1.0,1606.0,3810.0,55.0,-87.80182640000001,41.94654570000001,66.0,Somewhat Walkable,345000
27263130010000,17324 S VALLEY DR,2007,207,824117.0,2-story,7.0,3.0,Slab basement,0.0,Yes,1.0,0.0,1833.0,12600.0,16.0,-87.82709390000001,41.5752039,34.0,Car-Dependent,285000
27343050230000,9329 LOCHWOOD PL,2015,295,824117.0,2-story,6.0,3.0,Full basement,1.0,Yes,3.0,0.0,1993.0,2379.0,7.0,-87.84471140000001,41.5644213,54.0,Somewhat Walkable,245000
29194210530000,16507 HERMITAGE AVE,2008,234,827600.0,multilevel,6.0,3.0,Partial basement,0.0,Yes,1.0,0.0,1093.0,7260.0,47.0,-87.65917270000001,41.589733700000004,35.0,Car-Dependent,116000
12332200000000,2305  CALWAGNER AVE MELROSE PARK,2018,204,811302.0,5.0,7.0,4.0,4.0,0.0,1.0,1.0,1.0,1925.0,10164.0,59.0,-87.86694372,41.92097753,43.0,Car-Dependent,105000
17162440481075,547 S CLARK ST 606,2011,299,839100.0,,,,,,,,,,,,-87.6304405,41.8748182,99.0,Walker's Paradise,40000
14324030720000,1852 N SHEFFIELD AVE,2013,205,832600.0,2-story,6.0,3.0,Full basement,1.0,Yes,2.0,0.0,1480.0,1500.0,121.0,-87.65351390000001,41.915353700000004,96.0,Walker's Paradise,690000
27243150130000,7637 W 165TH PL,2006,234,824123.0,multilevel,6.0,3.0,Partial basement,0.0,No,1.0,1.0,1052.0,9020.0,37.0,-87.8051296,41.5904206,38.0,Car-Dependent,228000
6244100000000,217  TEAK LN STREAMWOOD,2018,295,804308.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1133.0,3536.0,30.0,-88.15382009,42.01870027,51.0,Somewhat Walkable,154000
19242130030000,1339 W 97TH PLACE,2004,211,660600.0,2-story,13.0,6.0,Full basement,2.0,No,2.0,0.0,2664.0,3750.0,84.0,-87.656818,41.716625,65.0,Somewhat Walkable,225000
9172030000000,208  WILD FLOWER ST DES PLAINES,2018,295,806201.0,3.0,7.0,3.0,2.0,0.0,1.0,2.0,1.0,1971.0,1098.0,7.0,-87.89336539,42.04816095,58.0,Somewhat Walkable,307500
1131050000000,700  DUNBARTON DR INVERNESS,2018,209,804202.0,2.0,12.0,6.0,1.0,2.0,1.0,4.0,1.0,6268.0,58152.0,15.0,-88.13512096,42.12155756,3.0,Car-Dependent,1250000
9174060000000,1327  BROWN ST DES PLAINES,2018,299,806201.0,,,,,,,1.0,,,43313.0,10.0,-87.89107301,42.04474496,80.0,Very Walkable,215000
6264170000000,1609  RODER CT STREAMWOOD,2018,203,804509.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1211.0,8280.0,45.0,-88.16551904,42.00452566,23.0,Car-Dependent,95000
8142110000000,816 S NA-WA-TA AVE MOUNT PROSPECT,2018,203,805001.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1407.0,8500.0,55.0,-87.94840429,42.05013481,53.0,Somewhat Walkable,300000
7261170000000,723 S CRYSTAL CT SCHAUMBURG,2018,234,804611.0,4.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1846.0,9084.0,38.0,-88.06530954,42.01369159,18.0,Car-Dependent,342000
24041020340000,5515 ALEXANDER PL,2004,202,822200.0,1-story,5.0,3.0,Slab basement,1.0,Yes,1.0,0.0,945.0,7260.0,55.0,-87.7585545,41.7313386,48.0,Car-Dependent,155100
18081000260000,4717 WOLF RD,2013,203,819802.0,1-story,6.0,3.0,Full basement,1.0,No,1.0,1.0,1524.0,9900.0,53.0,-87.89796319999999,41.8037638,62.0,Somewhat Walkable,409000
28194200171019,16607 FAIRFAX CT,2008,299,824507.0,,,,,,,,,,,,-87.7825,41.589690999999995,65.0,Somewhat Walkable,258000
12163000000000,4319  JUDD ST SCHILLER PARK,2018,205,770800.0,2.0,9.0,4.0,1.0,0.0,2.0,3.0,0.0,2100.0,10320.0,63.0,-87.87677677,41.9573052,40.0,Car-Dependent,225000
17101040371167,PO BOX 64641,2006,299,81500.0,,,,,,,,,,,,-87.62979820000001,41.8781136,99.0,Walker's Paradise,405000
30323250320000,3222 186TH STREET,2005,203,828100.0,1-story,6.0,3.0,Full basement,0.0,Yes,1.0,1.0,1275.0,3125.0,46.0,-87.53831059999999,41.5578023,53.0,Somewhat Walkable,142500
25101030210000,9530 S FOREST AVE,2006,205,490500.0,2-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1087.0,3720.0,64.0,-87.61676740000001,41.7208353,64.0,Somewhat Walkable,164900
29231010410000,16519 S GREENWOOD AVE,2008,234,827802.0,multilevel,8.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1276.0,8100.0,47.0,-87.5907458,41.59500870000001,50.0,Somewhat Walkable,230000
28092060361006,14565 S LAMON AV 3S,2003,299,824601.0,,,,,,,,,,,,-87.7394802,41.627143200000006,61.0,Somewhat Walkable,111000
24071130281014,9831 S NOTTINGHAM AVE,2008,299,822400.0,,,,,,,,,,,,-87.7956609,41.7125536,36.0,Car-Dependent,147000
27183060090000,15620 117TH CT,2005,202,824113.0,1-story,7.0,3.0,Full basement,1.0,Yes,2.0,0.0,816.0,12801.0,61.0,-87.9050918,41.605121200000006,11.0,Car-Dependent,292500
16012040110000,220 LAWNDALE,2013,211,241100.0,1-story,3.0,2.0,Full basement,0.0,No,1.0,0.0,712.0,3140.0,124.0,-87.7203459,42.0712064,57.0,Somewhat Walkable,298875
5213180000000,489  SUNSET RD WINNETKA,2018,208,800400.0,5.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,2320.0,9900.0,86.0,-87.72313047,42.09680774,48.0,Car-Dependent,707000
18061150090000,551 N COUNTY LINE RD,2014,278,820000.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,1.0,816.0,7254.0,49.0,-87.9176026,41.813069399999996,55.0,Somewhat Walkable,1120000
27152200020000,9105 KENSINGTON WAY,2012,204,824106.0,1-story,8.0,4.0,Partial basement,1.0,No,2.0,1.0,2117.0,10606.0,25.0,-87.8415838,41.614549,56.0,Somewhat Walkable,265000
4162110000000,2372  TECHNY RD NORTHBROOK,2018,203,801701.0,1.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,1048.0,10877.0,67.0,-87.83851178,42.11686136,26.0,Car-Dependent,190000
31031020220000,4721 W 183RD ST,2006,204,829901.0,1-story,7.0,3.0,Full basement,1.0,Yes,2.0,1.0,2089.0,21780.0,3.0,-87.73138279999999,41.556769,42.0,Car-Dependent,284000
19343220080000,8363 S KILPATRICK AV,2004,202,700302.0,1-story,5.0,3.0,crawlspace,0.0,No,1.0,0.0,998.0,6384.0,56.0,-87.7390186,41.7402091,74.0,Very Walkable,152000
25092010320000,9528 S PRINCETON AVE,2004,203,490600.0,1-story,4.0,3.0,Full basement,0.0,No,1.0,0.0,1040.0,3150.0,45.0,-87.63142090000001,41.7207485,59.0,Somewhat Walkable,125000
20142110470000,5646 S HARPER AVE,2014,295,411100.0,2-story,7.0,4.0,Full basement,0.0,Yes,2.0,1.0,2019.0,1802.0,43.0,-87.58933540000001,41.7919192,87.0,Very Walkable,495000
4162020000000,2060  PLYMOUTH LN NORTHBROOK,2018,299,801702.0,,,,,,,1.0,,,9765.0,10.0,-87.83047722,42.11852799,34.0,Car-Dependent,330000
19093140100000,5231 S LOCKWOOD AVE,2010,203,560700.0,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1058.0,4603.0,45.0,-87.7549018,41.7974353,67.0,Somewhat Walkable,189000
4262000000000,1569  WINNETKA RD GLENVIEW,2018,299,801901.0,,,,,,,1.0,,,20213.0,10.0,-87.79599383,42.09302993,49.0,Car-Dependent,250000
24152041091002,10418 KOMENSKY 1S,2011,299,822702.0,,,,,,,,,,,,-87.7222257,41.7032696,35.0,Car-Dependent,90000
6223090000000,3  PRAIRIE POINTE LN STREAMWOOD,2018,278,804310.0,2.0,9.0,4.0,4.0,1.0,1.0,2.0,1.0,2631.0,7819.0,18.0,-88.20252227,42.02192931,52.0,Somewhat Walkable,315000
10334400000000,6721  LONGMEADOW AVE LINCOLNWOOD,2018,204,807900.0,1.0,8.0,4.0,1.0,2.0,1.0,2.0,1.0,2444.0,12690.0,61.0,-87.74984767,42.00305718,44.0,Car-Dependent,850000
13303160410000,2506 N NEVA,2010,203,831600.0,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1039.0,4125.0,80.0,-87.8053985,41.9256601,82.0,Very Walkable,160000
17104000431159,450 E WATERSIDE DR,2013,299,320100.0,,,,,,,,,,,,-87.6155485,41.887057,83.0,Very Walkable,1360000
17102120401037,1001 BLACKHORN RD,2010,299,81403.0,,,,,,,,,,,,-87.8990364,42.1588959,6.0,Car-Dependent,655000
19341080530000,8041 S KNOX,2005,202,700301.0,1-story,5.0,3.0,crawlspace,0.0,Yes,1.0,0.0,998.0,4894.0,52.0,-87.7371723,41.7463141,69.0,Somewhat Walkable,176000
28174130010000,15742 JON ROAD,2005,211,824505.0,3-story,30.0,12.0,Slab basement,0.0,No,6.0,0.0,6106.0,2943.0,32.0,-87.7746614,41.60542589999999,31.0,Car-Dependent,590000
24244040510000,2449 W 115TH ST,2003,203,750400.0,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1172.0,3750.0,52.0,-87.6828832,41.684279100000005,63.0,Somewhat Walkable,155000
10144100000000,3506  LAKE ST EVANSTON,2018,203,807100.0,1.0,5.0,3.0,3.0,0.0,2.0,1.0,1.0,1409.0,6563.0,61.0,-87.71598091,42.04475929,67.0,Somewhat Walkable,400000
12151200000000,4610  RIVER RD SCHILLER PARK,2018,299,770800.0,,,,,,,1.0,,,28614.0,10.0,-87.86169104,41.96214051,41.0,Car-Dependent,95000
14172200181006,922 WEST WINDSOR,2012,299,31502.0,,,,,,,,,,,,-87.6533645,41.964670299999995,93.0,Walker's Paradise,236000
25023130040000,25 N CUMBERLAND,2006,211,470100.0,2-story,14.0,6.0,Slab basement,0.0,No,2.0,0.0,1848.0,3100.0,95.0,-87.91852209999999,42.0526261,51.0,Somewhat Walkable,207000
7144030000000,1030  EMERALD DR SCHAUMBURG,2018,299,804609.0,,,,,,,1.0,,,346126.0,10.0,-88.05432968,42.03852038,41.0,Car-Dependent,177000
28223030360000,16383 TERRY LN,2006,234,825200.0,multilevel,7.0,3.0,Partial basement,0.0,No,1.0,2.0,1285.0,8584.0,40.0,-87.7304017,41.5948598,16.0,Car-Dependent,224000
23142090060000,10521 S 80TH CRT,2006,234,823803.0,multilevel,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1590.0,6400.0,23.0,-87.818033,41.6995406,70.0,Somewhat Walkable,305000
14292220361037,805 W OAKDALE GA,2007,299,63000.0,,,,,,,,,,,,-87.6496422,41.9352675,95.0,Walker's Paradise,216000
2342000000000,4802  WOODCLIFF CT ROLLING MEADOWS,2018,278,804108.0,2.0,8.0,4.0,1.0,1.0,2.0,2.0,1.0,2604.0,11809.0,30.0,-88.04426589,42.07502028,47.0,Car-Dependent,405000
5182230000000,1271 N FOREST GLEN DR WINNETKA,2018,206,800300.0,2.0,9.0,4.0,1.0,3.0,1.0,3.0,1.0,3381.0,10286.0,73.0,-87.75158925,42.11735203,47.0,Car-Dependent,1275000
5211230000000,445  CEDAR ST WINNETKA,2018,204,800400.0,5.0,8.0,5.0,1.0,1.0,1.0,2.0,1.0,2996.0,9163.0,105.0,-87.7278632,42.10308401,67.0,Somewhat Walkable,1058500
4242160000000,1875  OLD WILLOW RD NORTHFIELD,2018,299,801800.0,,,,,,,1.0,,,147658.0,10.0,-87.77265976,42.10340035,56.0,Somewhat Walkable,460000
30323100431001,18315 BURNHAM AVE 101,2012,299,828100.0,,,,,,,,,,,,-87.53889009999999,41.5617532,75.0,Very Walkable,63000
29042040250000,13820 S WABASH AV,2010,203,826600.0,1-story,6.0,3.0,Full basement,1.0,No,1.0,0.0,1028.0,3125.0,74.0,-87.6211239,41.643752500000005,55.0,Somewhat Walkable,70000
15271000690000,3104 FIELD AVE,2015,234,818000.0,multilevel,5.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1220.0,5250.0,14.0,-87.8616315,41.8465845,31.0,Car-Dependent,199900
28124010630000,14811 S CLEVELAND AVE,2009,234,824800.0,multilevel,6.0,3.0,Partial basement,1.0,No,2.0,0.0,1272.0,6650.0,11.0,-87.6858292,41.6239758,32.0,Car-Dependent,136000
7081040000000,1725  QUEENSBURY CIR HOFFMAN ESTATES,2018,299,804705.0,,,,,,,1.0,,,804790.0,10.0,-88.12616275,42.05589521,36.0,Car-Dependent,88003
29201090200000,16000 S GAUGER,2004,234,827500.0,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,1.0,1150.0,3150.0,39.0,-87.65384399999999,41.598835,67.0,Somewhat Walkable,119000
5184020000000,828  BELL LN WINNETKA,2018,208,800300.0,2.0,10.0,5.0,1.0,2.0,1.0,3.0,1.0,4382.0,21780.0,44.0,-87.75492212,42.11418648,26.0,Car-Dependent,1250000
16184120090000,1006 GUNDERSON AVE,2014,205,813100.0,2-story,7.0,4.0,Full basement,0.0,No,2.0,0.0,1870.0,4763.0,81.0,-87.7862671,41.8704506,71.0,Very Walkable,540000
12252200000000,2923 N 72ND CT ELMWOOD PARK,2018,202,810701.0,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,787.0,4166.0,94.0,-87.80745616,41.93346229,79.0,Very Walkable,229900
16222140450000,PO BOX 436843,2014,211,290900.0,3-story,18.0,6.0,Slab basement,0.0,Yes,3.0,0.0,3678.0,3148.0,3.0,-87.62979820000001,41.8781136,99.0,Walker's Paradise,175000
17341100360000,236 WAUKEGAN RD,2005,295,839500.0,2-story,8.0,4.0,Full basement,3.0,Yes,3.0,1.0,2832.0,3125.0,10.0,-87.800081,42.06007,57.0,Somewhat Walkable,575000
2151110000000,616  DEER RUN DR PALATINE,2018,299,803701.0,,,,,,,1.0,,,79028.0,10.0,-88.05693932,42.12061969,31.0,Car-Dependent,153000
16214110190000,1837 S 50TH CT,2011,211,813701.0,2-story,11.0,5.0,Full basement,0.0,No,2.0,0.0,2136.0,3780.0,89.0,-87.750249,41.855054100000004,75.0,Very Walkable,65000
8151030000000,2226 S GOEBBERT RD ARLINGTON HEIGHTS,2018,299,805107.0,,,,,,,1.0,,,398340.0,10.0,-87.97845095,42.04507022,67.0,Somewhat Walkable,80300
15153050090000,1825 S 20TH AVE,2007,202,817700.0,1-story,6.0,3.0,Partial basement,0.0,No,1.0,0.0,726.0,8040.0,84.0,-87.8566777,41.87011210000001,53.0,Somewhat Walkable,172900
17153090411451,1160 S MICHIGAN AVE,2015,299,320600.0,,,,,,,,,,,,-87.62461529999999,41.86775479999999,95.0,Walker's Paradise,1020000
9352050000000,311 E TOUHY AVE PARK RIDGE,2018,211,805502.0,2.0,12.0,6.0,2.0,1.0,2.0,4.0,0.0,3827.0,11550.0,68.0,-87.82663427,42.01097276,88.0,Very Walkable,767000
8102160000000,320 S CRESTWOOD LN MOUNT PROSPECT,2018,203,805110.0,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1373.0,11313.0,56.0,-87.96551120000001,42.06013937,26.0,Car-Dependent,270000
17042240471228,1221 N DEARBORN,2004,299,80202.0,,,,,,,,,,,,-87.6296264,41.904683500000004,99.0,Walker's Paradise,182500
14301050450000,2102 W BARRY,2003,211,51400.0,2-story,16.0,8.0,Full basement,0.0,No,3.0,0.0,3060.0,3125.0,115.0,-87.68098499999999,41.937903799999994,86.0,Very Walkable,550000
24043300190000,9408 S 53RD COURT,2012,207,822500.0,2-story,7.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1905.0,3125.0,35.0,-87.75454520000001,41.721199,77.0,Very Walkable,192000
17094060541015,505 N LAKE SHORE DR214,2004,299,81700.0,,,,,,,,,,,,-87.6126441,41.8914895,84.0,Very Walkable,622950
18201111010000,12 STONEHEART LN,2010,295,820101.0,2-story,5.0,3.0,Full basement,1.0,Yes,1.0,0.0,1204.0,2568.0,23.0,-87.890322,41.775275,7.0,Car-Dependent,130000
16332110110000,5043 W 32ND ST,2007,203,814200.0,?,6.0,3.0,Full basement,0.0,No,2.0,0.0,1008.0,3125.0,101.0,-87.750777,41.83448,62.0,Somewhat Walkable,213000
19123130190000,5257 S RICHMOND,2005,211,630400.0,2-story,7.0,4.0,crawlspace,0.0,No,2.0,0.0,1760.0,3750.0,93.0,-87.69733259999998,41.7974935,73.0,Very Walkable,183900
25031260140000,9038 S CALUMET AV,2003,203,440600.0,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1192.0,3125.0,47.0,-87.61618890000001,41.7298433,51.0,Somewhat Walkable,128000
12254100000000,2726 N 72ND CT ELMWOOD PARK,2018,202,810701.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,975.0,4166.0,75.0,-87.80803924,41.93003235,80.0,Very Walkable,240000
9223230000000,1039  BUSSE HWY PARK RIDGE,2018,299,805901.0,,,,,,,1.0,,,45522.0,10.0,-87.8578611,42.02617554,51.0,Somewhat Walkable,154500
14302210531002,1966 W DIVERSEY PKWY 3,2005,299,51300.0,,,,,,,,,,,,-87.67770300000001,41.932491799999994,81.0,Very Walkable,299900
9174150000000,647  METROPOLITAN  WAY  DES PLAINES,2018,299,806201.0,,,,,,,1.0,,,60043.0,10.0,-87.88546586,42.04168701,85.0,Very Walkable,170500
10201200000000,8400  CALLIE AVE MORTON GROVE,2018,299,808301.0,,,,,,,1.0,,,637812.0,10.0,-87.78364043,42.03462273,63.0,Somewhat Walkable,247200
24322100170000,12822 CARRIAGE LN,2005,295,823602.0,2-story,5.0,3.0,Slab basement,0.0,Yes,1.0,1.0,1298.0,957.0,39.0,-87.75925500000001,41.657844,47.0,Car-Dependent,128000
25164140250000,18 W 109TH ST,2005,211,491000.0,2-story,15.0,6.0,Full basement,0.0,No,4.0,0.0,2762.0,4687.0,104.0,-87.62392120000001,41.696462200000006,80.0,Very Walkable,209900
13014040230000,5936 N MAPLEWOOD,2004,211,20801.0,2-story,12.0,7.0,Full basement,0.0,No,3.0,0.0,2728.0,3720.0,89.0,-87.6935787,41.9897263,86.0,Very Walkable,560000
13351180270000,2140 N HAMLIN AV,2005,211,220901.0,2-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,2272.0,3750.0,104.0,-87.7220141,41.9202448,80.0,Very Walkable,300000
18254050050000,6215 W 79TH ST STE 2A,2003,202,820502.0,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,909.0,11585.0,51.0,-87.77583359999998,41.7481742,56.0,Somewhat Walkable,190000
17091180151098,520 W HURON ST 602,2015,299,81800.0,,,,,,,,,,,,-87.6420032,41.8949775,95.0,Walker's Paradise,330000
27232120511021,8100 W 160TH ST,2004,299,824122.0,,,,,,,,,,,,-87.81599240000001,41.6003725,37.0,Car-Dependent,190000
20304140270000,7622 S HONORE,2007,203,710400.0,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1462.0,3750.0,73.0,-87.6699219,41.755039700000005,66.0,Somewhat Walkable,135000
